ACK_ID,FORM_PLAN_YEAR_BEGIN_DATE,FORM_TAX_PRD,TYPE_PLAN_ENTITY_CD,TYPE_DFE_PLAN_ENTITY_CD,INITIAL_FILING_IND,AMENDED_IND,FINAL_FILING_IND,SHORT_PLAN_YR_IND,COLLECTIVE_BARGAIN_IND,F5558_APPLICATION_FILED_IND,EXT_AUTOMATIC_IND,DFVC_PROGRAM_IND,EXT_SPECIAL_IND,EXT_SPECIAL_TEXT,PLAN_NAME,SPONS_DFE_PN,PLAN_EFF_DATE,SPONSOR_DFE_NAME,SPONS_DFE_DBA_NAME,SPONS_DFE_CARE_OF_NAME,SPONS_DFE_MAIL_US_ADDRESS1,SPONS_DFE_MAIL_US_ADDRESS2,SPONS_DFE_MAIL_US_CITY,SPONS_DFE_MAIL_US_STATE,SPONS_DFE_MAIL_US_ZIP,SPONS_DFE_MAIL_FOREIGN_ADDR1,SPONS_DFE_MAIL_FOREIGN_ADDR2,SPONS_DFE_MAIL_FOREIGN_CITY,SPONS_DFE_MAIL_FORGN_PROV_ST,SPONS_DFE_MAIL_FOREIGN_CNTRY,SPONS_DFE_MAIL_FORGN_POSTAL_CD,SPONS_DFE_LOC_US_ADDRESS1,SPONS_DFE_LOC_US_ADDRESS2,SPONS_DFE_LOC_US_CITY,SPONS_DFE_LOC_US_STATE,SPONS_DFE_LOC_US_ZIP,SPONS_DFE_LOC_FOREIGN_ADDRESS1,SPONS_DFE_LOC_FOREIGN_ADDRESS2,SPONS_DFE_LOC_FOREIGN_CITY,SPONS_DFE_LOC_FORGN_PROV_ST,SPONS_DFE_LOC_FOREIGN_CNTRY,SPONS_DFE_LOC_FORGN_POSTAL_CD,SPONS_DFE_EIN,SPONS_DFE_PHONE_NUM,BUSINESS_CODE,ADMIN_NAME,ADMIN_CARE_OF_NAME,ADMIN_US_ADDRESS1,ADMIN_US_ADDRESS2,ADMIN_US_CITY,ADMIN_US_STATE,ADMIN_US_ZIP,ADMIN_FOREIGN_ADDRESS1,ADMIN_FOREIGN_ADDRESS2,ADMIN_FOREIGN_CITY,ADMIN_FOREIGN_PROV_STATE,ADMIN_FOREIGN_CNTRY,ADMIN_FOREIGN_POSTAL_CD,ADMIN_EIN,ADMIN_PHONE_NUM,LAST_RPT_SPONS_NAME,LAST_RPT_SPONS_EIN,LAST_RPT_PLAN_NUM,ADMIN_SIGNED_DATE,ADMIN_SIGNED_NAME,SPONS_SIGNED_DATE,SPONS_SIGNED_NAME,DFE_SIGNED_DATE,DFE_SIGNED_NAME,TOT_PARTCP_BOY_CNT,TOT_ACTIVE_PARTCP_CNT,RTD_SEP_PARTCP_RCVG_CNT,RTD_SEP_PARTCP_FUT_CNT,SUBTL_ACT_RTD_SEP_CNT,BENEF_RCVG_BNFT_CNT,TOT_ACT_RTD_SEP_BENEF_CNT,PARTCP_ACCOUNT_BAL_CNT,SEP_PARTCP_PARTL_VSTD_CNT,CONTRIB_EMPLRS_CNT,TYPE_PENSION_BNFT_CODE,TYPE_WELFARE_BNFT_CODE,FUNDING_INSURANCE_IND,FUNDING_SEC412_IND,FUNDING_TRUST_IND,FUNDING_GEN_ASSET_IND,BENEFIT_INSURANCE_IND,BENEFIT_SEC412_IND,BENEFIT_TRUST_IND,BENEFIT_GEN_ASSET_IND,SCH_R_ATTACHED_IND,SCH_MB_ATTACHED_IND,SCH_SB_ATTACHED_IND,SCH_H_ATTACHED_IND,SCH_I_ATTACHED_IND,SCH_A_ATTACHED_IND,NUM_SCH_A_ATTACHED_CNT,SCH_C_ATTACHED_IND,SCH_D_ATTACHED_IND,SCH_G_ATTACHED_IND,FILING_STATUS,DATE_RECEIVED,VALID_ADMIN_SIGNATURE,VALID_DFE_SIGNATURE,VALID_SPONSOR_SIGNATURE,ADMIN_PHONE_NUM_FOREIGN,SPONS_DFE_PHONE_NUM_FOREIGN,ADMIN_NAME_SAME_SPON_IND,ADMIN_ADDRESS_SAME_SPON_IND,PREPARER_NAME,PREPARER_FIRM_NAME,PREPARER_US_ADDRESS1,PREPARER_US_ADDRESS2,PREPARER_US_CITY,PREPARER_US_STATE,PREPARER_US_ZIP,PREPARER_FOREIGN_ADDRESS1,PREPARER_FOREIGN_ADDRESS2,PREPARER_FOREIGN_CITY,PREPARER_FOREIGN_PROV_STATE,PREPARER_FOREIGN_CNTRY,PREPARER_FOREIGN_POSTAL_CD,PREPARER_PHONE_NUM,PREPARER_PHONE_NUM_FOREIGN,TOT_ACT_PARTCP_BOY_CNT,SUBJ_M1_FILING_REQ_IND,COMPLIANCE_M1_FILING_REQ_IND,M1_RECEIPT_CONFIRMATION_CODE,ADMIN_MANUAL_SIGNED_DATE,ADMIN_MANUAL_SIGNED_NAME
"20170720114546P030034282303001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DE LEON & WASHBURN 401(K) RETIREMENT PLAN","002","1986-07-01","DE LEON & WASHBURN",,,"901 SOUTH MOPAC EXPRESSWAY","BARTON OAK PLAZA V, SUITE 230","AUSTIN","TX","78746",,,,,,,,,,,,,,,,,,"741920469","5124785308","541110",,,,,,,,,,,,,,,,,,,"2017-07-20T11:43:37-0500","HECTOR DE LEON",,,,,10,6,0,4,10,0,10,10,1,,"2A2E2F2G2J2K2R3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,7,,,,,
"20170720114733P040061585153001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"SOLIS WOMEN'S HEALTH EMPLOYEE BENEFITS PLAN","501","2014-10-01","COMPREHENSIVE BREAST CARE CENTER OF TEXAS DBA SOLIS WOMEN'S HEALTH",,,"15601 DALLAS PARKWAY, SUITE 500",,"ADDISON","TX","75001",,,,,,,,,,,,,,,,,,"752291923","4693984096","621111",,,,,,,,,,,,,,,,,,,"2017-07-20T11:47:10-0500","CLINT JAYNES",,,,,231,450,0,0,450,,,,,,,"4A4B4D4E4F4H4L","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,231,"2",,,,
"20170720122024P030051278823001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"EAST SIDE SERVICE CENTER INC 401(K) PROFIT SHARING PLAN & TRUST","001","1999-01-01","EAST SIDE SERVICE CENTER INC",,,"2050 PLAINFIELD PIKE",,"CRANSTON","RI","02921",,,,,,,,,,,,,,,,,,"050383724","4019430005","447100",,,,,,,,,,,,,,,,,,,"2017-07-20T00:20:20-0500","MELISSA KOPSACK",,,,,273,297,0,16,313,0,313,86,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1",,,"1","0","0","0","1","1",,"FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,275,,,,,
"20170720104445P030057345281001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LONG TERM DISABILITY PLAN","501","1977-01-01","CONCORD GENERAL MUTUAL INSURANCE CO",,,"4 BOUTON ST",,"CONCORD","NH","033015006",,,,,,,"4 BOUTON ST",,"CONCORD","NH","033015006",,,,,,,"020131910","6032244086","524290",,,,,,,,,,,,,,,,,,,"2017-07-20T09:52:04-0500","LINDA DAY",,,,,201,199,,,199,,199,,,,,"4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,201,"2",,,,
"20170720104450P030057345505001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","1","0","0","0",,"HAIER AMERICA COMPANY, LLC EMPLOYEE BENEFITS PLAN","510","2016-01-01","HAIER AMERICA COMPANY, LLC",,,"1800 VALLEY ROAD",,"WAYNE","NJ","07470",,,,,,,,,,,,,,,,,,"611751551","9736171800","423200",,,,,,,,,,,,,,,,"HAIER AMERICAN TRADING, LLC","113465817","502","2017-07-20T10:43:56-0500","STEPHANIE KARLIN",,,,,325,293,3,4,300,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","6","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,325,"2",,,,
"20170720104453P040050914247001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MKEC ENGINEERING, INC. LIFE, STD, & LTD PLAN","501","2003-01-01","MKEC ENGINEERING, INC.",,,"411 N WEBB RD",,"WICHITA","KS","672062521",,,,,,,"411 N WEBB RD",,"WICHITA","KS","672062521",,,,,,,"480940551","3166849600","541330",,,,,,,,,,,,,,,,,,,"2017-07-20T10:43:11-0500","MAX SUTTON","2017-07-20T10:43:11-0500","MAX SUTTON",,,177,174,,,174,,174,,,,,"4B4F4H","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,177,,,,,
"20170720104454P030057345825001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"BUDRECK TRUCK LINES INC. 401(K) PROFIT SHARING PLAN AND TRUST","001","1994-10-01","BUDRECK TRUCK LINES INC",,,"2642 JOSEPH CT",,"UNIVERSITY PARK","IL","60484",,,,,,,,,,,,,,,,,,"362376416","7084960522","484110",,,,,,,,,,,,,,,,,,,"2017-07-20T06:44:20-0500","DEANNA SUBLER",,,,,50,35,0,3,38,0,38,32,1,,"2E2F2G2J2K2T3D",,"1","0","1","0","1","0","1","0","1","0",,"0","1","1","1","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,40,,,,,
"20170720104506P030051102247002","2016-01-01","2016-12-31","2",,,,,,,,,,,,"ELLINGER AND CAPPEL, LLC 401(K) RETIREMENT PLAN","001","2014-01-01","ELLINGER AND CAPPEL, LLC",,,"P.O. BOX 918",,"MCCOOK","NE","69001",,,,,,,,,,,,,,,,,,"464269144","3083456501","541211",,,,,,,,,,,,,,,,,,,"2017-05-25T16:41:12-0500","NIKKI L. CAPPEL","2017-05-25T16:41:40-0500","NIKKI L. CAPPEL",,,7,7,0,0,7,0,7,7,0,,"2E2J3B3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,7,,,,,
"20170720104517P030051102887001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"GROUP LIFE INSURANCE PLAN, CONCORD GENERAL MUTUAL INS CO","502","1970-01-01","CONCORD GENERAL MUTUAL INSURANCE COMPANY",,,"4 BOUTON ST",,"CONCORD","NH","033015006",,,,,,,"4 BOUTON ST",,"CONCORD","NH","033015006",,,,,,,"020131910","6032244086","524290",,,,,,,,,,,,,,,,,,,"2017-07-20T09:51:15-0500","LINDA DAY",,,,,365,257,102,,359,,359,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,267,"2",,,,
"20170720104549P030051104359001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PAID SICK LEAVE PLAN CONCORD GENERAL MUTUAL INS CO","504","1967-01-01","CONCORD GENERAL MUTUAL INSURANCE COMPANY",,,"4 BOUTON ST",,"CONCORD","NH","033015006",,,,,,,"4 BOUTON ST",,"CONCORD","NH","033015006",,,,,,,"020131910","6032244086","524290",,,,,,,,,,,,,,,,,,,"2017-07-20T09:50:10-0500","LINDA DAY",,,,,208,207,,,207,,207,,,,,"4F","0","0","0","1","0","0","0","1","0","0","0","0","0","0",,"0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,208,"2",,,,
"20170720104614P030051105415001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MKEC ENGINEERING, INC. GROUP DENTAL PLAN","503","2007-01-01","MKEC ENGINEERING, INC.",,,"411 N WEBB RD",,"WICHITA","KS","672062521",,,,,,,"411 N WEBB RD",,"WICHITA","KS","672062521",,,,,,,"480940551","3166849600","541330",,,,,,,,,,,,,,,,,,,"2017-07-20T10:27:13-0500","MAX SUTTON","2017-07-20T10:27:14-0500","MAX SUTTON",,,162,159,,,159,,159,,,,,"4D","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,162,,,,,
"20170720104617P040050918871001","2016-01-01","2016-12-31","3",,"0","0","0","0","0","1","0","0","0",,"AL-TN MEDIA RETIREMENT PLAN","001","1994-01-01","PULASKI PUBLISHING INC",,,"955 W COLLEGE ST",,"PULASKI","TN","38478",,,,,,,,,,,,,,,,,,"621068181","9313633544","541990",,,,,,,,,,,,,,,,,,,"2017-07-20T06:42:07-0500","BARBARA MITCHELL",,,,,104,81,2,7,90,1,91,73,0,,"2F2G2J2K2T3D3H2E",,"0","0","1","0","0","0","1","0","1","0",,"1","0","0","0","1","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,84,,,,,
"20170720104618P030051105495001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ADVANCED DIAGNOSTIC IMAGING EMPLOYEE BENEFITS PLAN","502","2001-01-01","ADVANCED DIAGNOSTIC IMAGING",,,"3024 BUSINESS PARK CIR",,"GOODLETTSVILLE","TN","370723132",,,,,,,"3024 BUSINESS PARK CIR",,"GOODLETTSVILLE","TN","370723132",,,,,,,"620874165","6152392058","621111",,,,,,,,,,,,,,,,,,,"2017-07-20T10:41:18-0500","MICHAEL MORELAND",,,,,1130,1130,,,1130,,1130,,,,,"4A4B4D4E4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1130,"2",,,,
"20170720104706P030051107287001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"MKEC ENGINEERING, INC. GROUP HEALTH PLAN","502","2005-01-01","MKEC ENGINEERING, INC.",,,"411 N WEBB RD",,"WICHITA","KS","672062521",,,,,,,"411 N WEBB RD",,"WICHITA","KS","672062521",,,,,,,"480940551","3166849600","541330",,,,,,,,,,,,,,,,,,,"2017-07-20T10:14:30-0500","MAX SUTTON","2017-07-20T10:14:30-0500","MAX SUTTON",,,162,158,,,158,,158,,,,,"4A","1","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,"MAX SUTTON",,"411 N. WEBB ROAD",,"WICHITA","KS","67206",,,,,,,"3166849600",,162,,,,,
"20170720104729P040050921495001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"LORENSEN ENTERPRISES, INC. 401K PROFIT SHARING PLAN","001","1989-01-01","LORENSEN ENTERPRISES, INC.",,,"ONE FLAT ROCK PLACE",,"WESTBROOK","CT","06498",,,,,,,,,,,,,,,,,,"061247940","8603889772","441110",,,,,,,,,,,,,,,,,,,"2017-07-20T10:45:16-0500","JULIE ANDERSON",,,,,365,340,0,22,362,0,362,139,8,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,342,,,,,
"20170720104735P040050921703001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"DISABILITY MANAGEMENT SERVICES, INC 401(K) RETIREMENT PLAN","001","1997-04-01","DISABILITY MANAGEMENT SERVICES, INC",,,"1350 MAIN STREET",,"SPRINGFIELD","MA","01103",,,,,,,,,,,,,,,,,,"061427246","4137470990","524290",,,,,,,,,,,,,,,,,,,"2017-07-20T10:46:42-0500","TIFFANY L. GREENE",,,,,201,146,0,49,195,0,195,190,0,,"2E2F2G2J2K2T3D",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0",,"1","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,149,,,,,
"20170720104752P040050922423001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","0","0",,"LJS PARTNERS LLC HEALTH AND WELFARE PLAN","501","2014-01-01","LJS PARTNERS LLC",,,"9505 WILLIAMSBURG PLAZA","SUITE 300","LOUISVILLE","KY","40222",,,,,,,,,,,,,,,,,,"453539641","5028156100","722513",,,,,,,,,,,,,,,,,,,"2017-07-20T10:46:24-0500","KRISTA FOSTER",,,,,135,179,0,0,179,,,,,,,"4A4B4D4E4F4H4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","3","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,135,"2",,,,
"20170720104758P040001667833001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PROGRESSIVE PARKING SOLUTIONS, LLC 401(K) PROFIT SHARING PLAN & TRUST","001","2009-01-01","PROGRESSIVE PARKING SOLUTIONS",,,"628 W. BROADWAY ST STE 203",,"NORTH LITTLE ROCK","AR","72114",,,,,,,,,,,,,,,,,,"262922744","5012442227","812930",,,,,,,,,,,,,,,,,,,"2017-07-20T10:44:29-0500","LISA GASSAWAY",,,,,178,155,0,26,181,0,181,85,0,,"2E2F2G2J2K2T3D3H",,"0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,157,,,,,
"20170720104807P040050923095001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ANSYS, INC. HEALTH AND WELFARE PLAN","510","2013-01-01","ANSYS, INC.",,,"2600 ANSYS DRIVE",,"CANONSBURG","PA","153179565",,,,,,,,,,,,,,,,,,"043219960","7247463304","541512",,,,,,,,,,,,,,,,,,,"2017-07-20T10:37:33-0500","DONNA STETTLER",,,,,1220,1237,12,0,1249,,,,,,,"4A4B4D4E4F4H4L4Q","1","0","0","1","1","0","0","1","0","0","0","0","0","1","11","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,1220,"2",,,,
"20170720104808P040001667881001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"KEY & ASSOCIATES, PC 401(K) PROFIT SHARING PLAN","001","2004-01-01","KEY & ASSOCIATES, PC",,,"8720 GEORGIA AVENUE, SUITE 800",,"SILVER SPRING","MD","20910",,,,,,,,,,,,,,,,,,"431952699","2406415197","541211",,,,,,,,,,,,,,,,,,,"2017-07-20T10:46:34-0500","BEATRICE KEY",,,,,17,5,0,10,15,0,15,14,0,,"2E2F2G2J2K2S2T3D",,"1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,5,,,,,
"20170720104811P030051110567001","2016-01-01","2016-12-31","2",,,,,,,"1",,,,,"EA HOLDINGS INC. RETIREMENT PLAN","001","2012-05-03","EA HOLDINGS INC.",,,"5721 SOUTH SPOTSWOOD STREET",,"LITTLETON","CO","80120",,,,,,,,,,,,,,,,,,"455204778","3037569322","621610",,,,,,,,,,,,,,,,,,,"2017-07-20T11:47:05-0500","THOMAS C. YETZER",,,,,32,24,0,5,29,0,29,26,6,,"2E2G2R3D",,,,"1",,,,"1",,,,,,"1",,,,,,"FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,31,,,,,
"20170720104827P030057351761001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"PLOPPER & PARTNERS LLP 401(K) PROFIT SHARING PLAN & TRUST","001","2010-01-01","PLOPPER & PARTNERS LLP",,,"301 E CARMEL DR SUITE F200",,"CARMEL","IN","46032",,,,,,,,,,,,,,,,,,"272354522","3178220800","541219",,,,,,,,,,,,,,,,,,,"2017-07-20T10:48:24-0500","NICHOLAS PLOPPER",,,,,2,2,0,0,2,0,2,1,0,,"2E2F2G2J2R2T3D",,"0","0","1","0","0","0","1","0","0",,,"0","1","0","0","0","0",,"FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,
"20170720104840P030057352257001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"AAC UTILITY PARTNERS, LLC 401(K) PROFIT SHARING PLAN","001","2007-01-01","AAC UTILITY PARTNERS, LLC",,,"4711 FOREST DRIVE SUITE 3 PMB 374",,"COLUMBIA","SC","29206",,,,,,,,,,,,,,,,,,"061764232","8037369486","541512",,,,,,,,,,,,,,,,,,,"2017-07-20T06:48:19-0500","CHRISTOPHER JOY",,,,,29,28,0,8,36,0,36,34,0,,"2R2S2T3B3D2E2F2G2J2K",,"0","0","1","0","0","0","1","0","1","0",,"0","1","0",,"0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,21,,,,,
"20170720104908P030057353489001","2016-01-01","2016-12-31","2",,"1","0","0","0","0","0","0","0","0",,"STRATOSPHERE QUALITY, LLC WELFARE BENEFIT PLAN","510","2016-01-01","STRATOSPHERE QUALITY, LLC",,,"12024 EXIT FIVE PARKWAY",,"FISHERS","IN","46037",,,,,,,,,,,,,,,,,,"264248682","3175781455","541990",,,,,,,,,,,,,,,,,,,"2017-07-20T07:26:19-0500","PATRICIA KUHN","2017-07-20T07:26:19-0500","PATRICIA KUHN",,,1431,1593,3,0,1596,,,,,,,"4A4B4D4E4F4H4L4Q","1",,,"1","1",,,"1",,,,,,"1","4",,,,"FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,1430,"2",,,,
"20170720104922P030002758261001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"BOYER, INC. 401(K) PLAN","001","2000-01-01","BOYER, INC.",,,"8904 FAIRBANKS NORTH HOUSTON RD.",,"HOUSTON","TX","77064",,,,,,,,,,,,,,,,,,"760181025","7134665395","238210",,,,,,,,,,,,,,,,,,,"2017-07-20T10:47:55-0500","DON STEPHENS",,,,,181,147,0,15,162,0,162,94,0,,"2E2F2G2J2K2R2T3D",,"1","0","1","0","1","0","1","0","1","0","0","1","0","1","1","0","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,162,,,,,
"20170720104933P040046462653001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"ROBERT R. MILLER, D.M.D., P.C. DEFINED BENEFIT PENSION PLAN & TRUST","002","2004-01-01","ROBERT R. MILLER, D.M.D., P.C.",,,"153 MELISSA CIRCLE, P.O. BOX 37",,"CLAXTON","GA","30417",,,,,,,,,,,,,,,,,,"651192020","9127391595","621210",,,,,,,,,,,,,,,,,,,"2017-07-20T10:49:17-0500","ROBERT R. MILLER, D.M.D.",,,,,5,0,0,5,5,0,5,,0,,"1B",,"0","0","1","0","0","0","1","0","1","0","1","0","1","0",,"0","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,2,,,,,
"20170720104943P040061474705001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"LAPP LIBRA 401(K) PLAN","001","1976-01-01","LAPP LIBRA THOMSON STOEBNER & PUSCH CHTD",,,"120 SOUTH SIXTH STREET, SUITE 2500",,"MINNEAPOLIS","MN","55402",,,,,,,,,,,,,,,,,,"410956503","6123385815","541110",,,,,,,,,,,,,,,,,,,"2017-07-20T10:45:41-0500","WILLIAM S. LAPP, PRESIDENT",,,,,24,22,0,3,25,0,25,24,0,,"2E2F2G2J2R2T3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,20,,,,,
"20170720124354P040061684737001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","1","0","0","0",,"OLIVE & BETTE'S COMPANY, INC. PROFIT SHARING PLAN","001","2004-01-01","OLIVE & BETTE'S COMPANY, INC.",,,"155 WEST 72ND STREET","SUITE 706","NEW YORK","NY","10023",,,,,,,,,,,,,,,,,,"030330875","2127120473","448120",,,,,,,,,,,,,,,,,,,"2017-07-20T12:36:14-0500","STACEY PECOR",,,,,33,22,0,11,33,0,33,21,0,,"2A2E2J2K3D",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,19,,,,,
"20170720161053P030051755735001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"J.T. WALKER INDUSTRIES, INC. SUPPLEMENTAL LIFE PLAN","510","2004-04-01","J.T. WALKER INDUSTRIES, INC.",,,"1310 N. HERCULES AVE.","STE. A","CLEARWATER","FL","33765",,,,,,,,,,,,,,,,,,"650755872","7274610501","332900",,,,,,,,,,,,,,,,,,,"2017-07-20T16:10:35-0500","JANET FASENMYER",,,,,99,89,0,0,89,,,,,,,"4B","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,,,,"1",,,,,,,,,,,,,,,,,99,"2",,,,
"20170720161139P040051430071001","2016-01-01","2016-12-31","2",,"0","0","0","0","0","0","0","0","0",,"RURAL HEALTH MANAGEMENT CORPORATION 401(K) PROFIT SHARING PLAN","002","1995-01-01","RURAL HEALTH MANAGEMENT CORPORATION",,,"48 WEST 1500 NORTH",,"NEPHI","UT","846488900",,,,,,,,,,,,,,,,,,"870492440","4356233000","621111",,,,,,,,,,,,,,,,,,,"2017-07-20T16:11:20-0500","KEN RICHENS","2017-07-20T16:00:18-0500","MARK R. STODDARD",,,13,11,0,4,15,0,15,12,0,,"2E2F2G2J2K2R2T3D2A",,"0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","FILING_RECEIVED","2017-07-20","Filed with authorized/valid electronic signature",,"Filed with authorized/valid electronic signature",,,"1",,,,,,,,,,,,,,,,,10,,,,,
